"Factor","GroupingCategory","Filename","GroupValue","<-100","-100 to -10","-10 to -1","-1 to 0","0 to 1",">1","b","S_d","p_b","S_b","alpha","eps_an","criteria","pretty_names","Variable","source","pi4","pi0","pi04","GroupingVariable","SD","FactorMean","NumGenes","dS","dN","MutationRate","Ne"
"RecombBrazierpolcounts12","RecombBrazierpolcounts","RecombBrazierpolcounts12_4.7314133039019_PolyDFE.output","4.7314133039019","0.492930394264118","0.218891469290098","0.125579165945176","0.162524836030608","6.92610640795621e-05","4.87340592048024e-06","0.24898547525","-544.59711903","7.413447e-05","0.36736511339","0.000528","0.02325878117","8e-05","Recombination rate","4.7314133039019","PolyDFE.input","0.00662383933095032","0.00156956366502695","0.236956783914287","RecombBrazierpolcounts","0.0799157520308865","4.77213889962867","492","0.162915575530249","0.0289284014448399","2.62767057306853e-08","63020.0699322742"
"RecombBrazierpolcounts13","RecombBrazierpolcounts","RecombBrazierpolcounts13_5.01796882521401_PolyDFE.output","5.01796882521401","0.43651483989253","0.261007110162229","0.14270773848164","0.159704777873601","5.68151232031022e-05","8.71846679695309e-06","0.27807914749","-296.08522168","6.553359e-05","0.49575646368","0.000503","0.00384129331","8e-05","Recombination rate","5.01796882521401","PolyDFE.input","0.00656904409670217","0.0016186274761789","0.246402285073942","RecombBrazierpolcounts","0.101014146458527","5.05977255120125","544","0.161162551375385","0.0298896866","2.59939598992556e-08","63178.5626561103"
"RecombBrazierpolcounts14","RecombBrazierpolcounts","RecombBrazierpolcounts14_5.37575537173418_PolyDFE.output","5.37575537173418","0.417187013354795","0.266901850744232","0.147675226563205","0.168179245667769","5.13940176277705e-05","5.26965237224175e-06","0.2745888721","-263.95756459","5.666367e-05","0.42102269593","0.000398","0.00189141725","1e-04","Recombination rate","5.37575537173418","PolyDFE.input","0.00674401476734093","0.00178835146531585","0.265176089764253","RecombBrazierpolcounts","0.0823297340260868","5.40832798885085","514","0.160625559490506","0.0314649706107595","2.59073483049203e-08","65078.2037587007"
"RecombBrazierpolcounts15","RecombBrazierpolcounts","RecombBrazierpolcounts15_5.61329433495408_PolyDFE.output","5.61329433495408","0.466489443837436","0.244818400405165","0.134353128973223","0.154133874594176","0.000153308134447472","5.18440555524746e-05","0.27283403476","-376.76395112","0.00020515219","0.72700211707","0.00183","0.00396170196","0.00047","Recombination rate","5.61329433495408","PolyDFE.input","0.0080715454572127","0.00193280915340574","0.239459613236594","RecombBrazierpolcounts","0.0486018282715154","5.63299748604586","446","0.160857219930909","0.02723737352","2.59447128920821e-08","77776.3998660013"
"RecombBrazierpolcounts16","RecombBrazierpolcounts","RecombBrazierpolcounts16_5.87062050804278_PolyDFE.output","5.87062050804278","0.46984091198409","0.233285677812907","0.132242135313757","0.164583808759245","4.58737878541449e-05","1.59234214580639e-06","0.25659240453","-428.2534225","4.746613e-05","0.29456725858","0.000321","0.00611768604","0.00028","Recombination rate","5.87062050804278","PolyDFE.input","0.00673291467815933","0.00165221438107953","0.245393631147458","RecombBrazierpolcounts","0.103336625481764","5.89301433614163","522","0.166073658873846","0.0326863499538462","2.67860740119106e-08","62839.6930730263"
"RecombBrazierpolcounts17","RecombBrazierpolcounts","RecombBrazierpolcounts17_6.21284989752896_PolyDFE.output","6.21284989752896","0.424980990408121","0.245783990738997","0.142977270958451","0.186072341644431","0.000160790988407267","2.46152615926976e-05","0.24817725754","-322.20931467","0.00018540625","0.49524987939","0.001231","0.00795649098","0.00058","Recombination rate","6.21284989752896","PolyDFE.input","0.00719852913515344","0.00201011562694866","0.279239770959934","RecombBrazierpolcounts","0.109351897943386","6.22701652406323","493","0.166504381657143","0.0307013242821429","2.68555454285715e-08","67011.5707973572"
"RecombBrazierpolcounts18","RecombBrazierpolcounts","RecombBrazierpolcounts18_6.79768868986819_PolyDFE.output","6.79768868986819","0.406800977839107","0.308268914665763","0.152537469645643","0.132356626249487","3.41263436778316e-05","1.88525632216496e-06","0.33459163953","-197.65480357","3.60116e-05","0.33900864115","0.000302","0.0051689636","7e-05","Recombination rate","6.79768868986819","PolyDFE.input","0.00673947913593821","0.00161394345343445","0.239475992265947","RecombBrazierpolcounts","0.167308665340539","6.81221972307794","481","0.161912802540441","0.0290561113051471","2.6114968151684e-08","64517.3976165046"
"RecombBrazierpolcounts19","RecombBrazierpolcounts","RecombBrazierpolcounts19_7.27111743467484_PolyDFE.output","7.27111743467484","0.230559947450528","0.439200987874591","0.206264890799881","0.123935269725","3.39319192745879e-05","4.97223072537523e-06","0.43270394932","-71.039650035","3.890415e-05","0.48608996422","0.00036","0.01989596092","9e-05","Recombination rate","7.27111743467484","PolyDFE.input","0.00927987946654088","0.00230803451575865","0.248713846346862","RecombBrazierpolcounts","0.119903868201789","7.27915349059333","438","0.159863505896552","0.0314785363562232","2.57844364349277e-08","89975.5894409457"
"RecombBrazierpolcounts2","RecombBrazierpolcounts","RecombBrazierpolcounts2_2.15463947134917_PolyDFE.output","2.15463947134917","0.386463029219268","0.300056516862141","0.157922063086568","0.155490949042024","5.84470389933811e-05","8.99475100657465e-06","0.30586879994","-191.64827667","6.744179e-05","0.49637061999","0.000526","3.759543e-05","9e-05","Recombination rate","2.15463947134917","PolyDFE.input","0.00904188597752626","0.0022918386084997","0.253469089766903","RecombBrazierpolcounts","0.178558498771227","2.29752717690925","409","0.160506960376812","0.0305178926714976","2.58882194156148e-08","87316.6075306875"
"RecombBrazierpolcounts20","RecombBrazierpolcounts","RecombBrazierpolcounts20_9.0292257339148_PolyDFE.output","9.0292257339148","0.516388334153849","0.18519112227209","0.114806401298298","0.183458076235763","0.000141525213301796","1.45408266981617e-05","0.21121085531","-984.52746475","0.00015606604","0.42135087283","0.001023","0.00018917291","8e-05","Recombination rate","9.0292257339148","PolyDFE.input","0.00778704018921001","0.00198183059301777","0.254503706782439","RecombBrazierpolcounts","1.43459946728144","9.0326727766676","460","0.165403640823944","0.031886391834507","2.66780065845071e-08","72972.4704556096"
"RecombBrazierpolcounts3","RecombBrazierpolcounts","RecombBrazierpolcounts3_2.69211460470759_PolyDFE.output","2.69211460470759","0.507977966459137","0.204327389551609","0.120292607552567","0.167100459386688","0.000226048218750274","7.55288312497271e-05","0.23575107787","-695.92318821","0.00030157705","0.72227662959","0.002502","0.00778087923","0.00037","Recombination rate","2.69211460470759","PolyDFE.input","0.00671584590523744","0.00163820943661561","0.243931957303849","RecombBrazierpolcounts","0.0931485774946355","2.76139588797577","480","0.168760389682657","0.0358856228929889","2.72194176907511e-08","61682.4906169779"
"RecombBrazierpolcounts4","RecombBrazierpolcounts","RecombBrazierpolcounts4_3.08538998819608_PolyDFE.output","3.08538998819608","0.445524175005739","0.226857246139592","0.135568259539391","0.191567816805278","0.000256572856520365","0.000225929653479673","0.2328136777","-420.95245963","0.00048250251","1.31793555866","0.004584","0.0123279779","0.00016","Recombination rate","3.08538998819608","PolyDFE.input","0.00647400775549911","0.00174144080088379","0.268989606848182","RecombBrazierpolcounts","0.103777300561442","3.15017059242631","593","0.160543660852507","0.0278994788613569","2.58941388471785e-08","62504.5670924535"
"RecombBrazierpolcounts5","RecombBrazierpolcounts","RecombBrazierpolcounts5_3.34856303032097_PolyDFE.output","3.34856303032097","0.420631914761503","0.263716635695944","0.146536126727487","0.169045642555066","6.3539451614858e-05","6.14080838512443e-06","0.27193647502","-273.75198026","6.968026e-05","0.41169872024","0.000485","2.319849e-05","1e-04","Recombination rate","3.34856303032097","PolyDFE.input","0.00504135848267806","0.00130508785774831","0.258876225968169","RecombBrazierpolcounts","0.0692768873215513","3.39257825499702","636","0.157568052811209","0.0311922268967552","2.5414202066324e-08","49591.9414420479"
"RecombBrazierpolcounts6","RecombBrazierpolcounts","RecombBrazierpolcounts6_3.56642557750398_PolyDFE.output","3.56642557750398","0.494003038866891","0.204281369939506","0.122677612252534","0.178802957121068","0.000174767608945192","6.02542110548221e-05","0.22713050691","-667.83869627","0.00023502182","0.7346966915","0.001839","0.0030777201","0.00059","Recombination rate","3.56642557750398","PolyDFE.input","0.00585879372006801","0.00151627454883759","0.258803197600886","RecombBrazierpolcounts","0.0457930628807051","3.59602405667625","516","0.166766276352941","0.0306505423051471","2.68977865085389e-08","54454.2365801002"
"RecombBrazierpolcounts7","RecombBrazierpolcounts","RecombBrazierpolcounts7_3.74384147142607_PolyDFE.output","3.74384147142607","0.395476400720775","0.276871847338151","0.153697716395248","0.173845235985826","9.13483350288846e-05","1.7451224971099e-05","0.27613314265","-226.73048631","0.00010879956","0.54641899131","0.000787","0.00121758983","0.00121","Recombination rate","3.74384147142607","PolyDFE.input","0.00640104227411891","0.00169138273494354","0.264235520171807","RecombBrazierpolcounts","0.0646335693511818","3.77785511877668","541","0.153068831616099","0.0291040405170279","2.46885212284031e-08","64817.9999816554"
"RecombBrazierpolcounts8","RecombBrazierpolcounts","RecombBrazierpolcounts8_3.96333691891524_PolyDFE.output","3.96333691891524","0.473971572249054","0.239359815212351","0.132172994501102","0.154451812617494","4.14846171071792e-05","2.32080289286341e-06","0.26906778659","-407.11172167","4.380542e-05","0.3403856296","0.000322","0.00825719406","0.00041","Recombination rate","3.96333691891524","PolyDFE.input","0.00636384687803693","0.00150808427108376","0.236976831778983","RecombBrazierpolcounts","0.0581517214270391","4.00281702920055","567","0.156921525589532","0.0273040194352617","2.53099234821826e-08","62859.2070074499"
"RecombBrazierpolcounts9","RecombBrazierpolcounts","RecombBrazierpolcounts9_4.16758928577597_PolyDFE.output","4.16758928577597","0.468430686007164","0.22131137428217","0.130504633950333","0.179661928910333","8.46282568417456e-05","6.74859315830112e-06","0.23750338107","-488.36954202","9.137685e-05","0.3837802048","0.000596","4.286884e-05","9e-05","Recombination rate","4.16758928577597","PolyDFE.input","0.0054944648947112","0.00143824512829997","0.261762547556611","RecombBrazierpolcounts","0.0650285490800238","4.20212590979518","539","0.168628551056478","0.0320625855348837","2.71981533962061e-08","50504.0251692016"
"SIFTpolcounts1","SIFTpolcounts","SIFTpolcounts1_0.4364329143319_PolyDFE.output","0.4364329143319","0.375876638044894","0.349066244301683","0.160249541628521","0.114721377084901","6.81308836970596e-05","1.8068056302889e-05","0.38239269889","-149.68705016","8.619894e-05","0.63999494285","0.000951","0.01776189763","0.00059","SIFT score","0.4364329143319","PolyDFE.input","0.00755300771358708","0.00159849123749688","0.211636383559011","SIFTpolcounts","0.0121691430788147","0.4364329143319","545","0.162895554637131","0.0298756719367089","2.6273476554376e-08","71869.1310032312"
"SIFTpolcounts10","SIFTpolcounts","SIFTpolcounts10_0.486846579669452_PolyDFE.output","0.486846579669452","0.459103296072622","0.232466589455807","0.13419142235041","0.174087493111161","0.000119793705885773","3.14053041142737e-05","0.24864020979","-416.62490398","0.00015119901","0.63628607793","0.001151","0.00202756887","0.00027","SIFT score","0.486846579669452","PolyDFE.input","0.00645699488946517","0.00166445237147804","0.257775079579768","SIFTpolcounts","0.000783649780137113","0.486833680192408","529","0.157093424068592","0.0270515708519856","2.53376490433213e-08","63709.49094789"
"SIFTpolcounts11","SIFTpolcounts","SIFTpolcounts11_0.489596109977427_PolyDFE.output","0.489596109977427","0.417586398179493","0.268831361780375","0.147797824814161","0.165711518475971","6.57767552753041e-05","7.11999472469138e-06","0.27780145814","-260.70532127","7.289675e-05","0.42989727995","0.000521","0.00055731996","9e-05","SIFT score","0.489596109977427","PolyDFE.input","0.00652414849795555","0.00168485562504972","0.258249122560239","SIFTpolcounts","0.000810852250030626","0.48957721046158","511","0.158021332861538","0.0296204305230769","2.5487311751861e-08","63994.0822464259"
"SIFTpolcounts12","SIFTpolcounts","SIFTpolcounts12_0.492375745290241_PolyDFE.output","0.492375745290241","0.506314515223867","0.214814191575402","0.122380710651412","0.15633760283932","0.00012612092301878","2.68587869811654e-05","0.25143274188","-596.61101895","0.00015297971","0.57480769542","0.001257","0.02253261056","1e-04","SIFT score","0.492375745290241","PolyDFE.input","0.00666282389693442","0.00158246386682433","0.237506482431935","SIFTpolcounts","0.000776136361895695","0.49236762330007","516","0.15888940779868","0.0271656582178218","2.56273238384968e-08","64997.265603341"
"SIFTpolcounts13","SIFTpolcounts","SIFTpolcounts13_0.495241346549886_PolyDFE.output","0.495241346549886","0.438727977166508","0.26820868842048","0.142832057288249","0.150197629764764","3.27364454081325e-05","9.10914591867318e-07","0.29115607184","-282.23189013","3.364736e-05","0.27706658353","0.000244","5.381221e-05","8e-05","SIFT score","0.495241346549886","PolyDFE.input","0.00667518205808985","0.00164543020157497","0.246499674054705","SIFTpolcounts","0.000871831282031995","0.495232794737108","520","0.156724086060703","0.0267479554249201","2.52780783968876e-08","66017.4989696976"
"SIFTpolcounts14","SIFTpolcounts","SIFTpolcounts14_0.498287717057725_PolyDFE.output","0.498287717057725","0.430010879371729","0.261505745714528","0.144221936365635","0.164237017238108","2.40553008143962e-05","3.66009185626126e-07","0.27452684289","-288.20099129","2.442131e-05","0.23806389526","0.00016","0.00385130311","0.00072","SIFT score","0.498287717057725","PolyDFE.input","0.00683143283167907","0.00170031494027135","0.248895800070896","SIFTpolcounts","0.000934128787039819","0.498262740398334","574","0.163113967213158","0.0316382249578947","2.6308704389219e-08","64916.0894680783"
"SIFTpolcounts15","SIFTpolcounts","SIFTpolcounts15_0.501548891951852_PolyDFE.output","0.501548891951852","0.478650500922273","0.222003995620968","0.12876891179287","0.170483541693889","8.88483484825509e-05","4.2016215174856e-06","0.24473012491","-501.22786155","9.304997e-05","0.32282368617","0.000618","3.678621e-05","0.00031","SIFT score","0.501548891951852","PolyDFE.input","0.00634702898247474","0.00160241710898825","0.252467274596163","SIFTpolcounts","0.000983465256469559","0.501519914652599","581","0.16210226420442","0.0307127210138122","2.61455264845839e-08","60689.4355925202"
"SIFTpolcounts16","SIFTpolcounts","SIFTpolcounts16_0.50488483613066_PolyDFE.output","0.50488483613066","0.40283198260388","0.260495515470398","0.149842967111477","0.186761341344244","6.27155641562682e-05","5.47790584370933e-06","0.2566146741","-261.43334382","6.819347e-05","0.3965695261","0.000428","0.00717933038","0.00016","SIFT score","0.50488483613066","PolyDFE.input","0.00632461100740148","0.0018275430651587","0.288957386157028","SIFTpolcounts","0.000944813268871983","0.504867468596312","557","0.156670777529745","0.029051041266289","2.52694802467331e-08","62571.6372640782"
"SIFTpolcounts17","SIFTpolcounts","SIFTpolcounts17_0.508438579626019_PolyDFE.output","0.508438579626019","0.496355108925286","0.195561834133265","0.120352047247517","0.187571493983932","0.000136413208552399","2.31025014475472e-05","0.2154696103","-770.90717645","0.00015951571","0.5175443623","0.001072","0.0091472686","0.00051","SIFT score","0.508438579626019","PolyDFE.input","0.0067010820926038","0.00172356411075369","0.257206834200113","SIFTpolcounts","0.00115651581947888","0.508419429100965","527","0.156900420155367","0.0298857876327684","2.53065193798979e-08","66199.1678113464"
"SIFTpolcounts18","SIFTpolcounts","SIFTpolcounts18_0.512905795087584_PolyDFE.output","0.512905795087584","0.414919270170204","0.25454629944583","0.146442368584256","0.184015034819711","7.07727111614043e-05","6.25426883860136e-06","0.25496517572","-287.51103715","7.702698e-05","0.39826491821","0.000491","0.00011110066","0.00063","SIFT score","0.512905795087584","PolyDFE.input","0.00613470724955383","0.00169979862146834","0.277079011649979","SIFTpolcounts","0.00139302760048523","0.512865182313018","562","0.155581858873684","0.0324102032","2.50938482054329e-08","61117.6412574462"
"SIFTpolcounts19","SIFTpolcounts","SIFTpolcounts19_0.519139704468283_PolyDFE.output","0.519139704468283","0.393946010563388","0.22865622470228","0.144428849766488","0.232792764087844","0.000166943222083882","9.20765791612155e-06","0.2100592228","-329.3963618","0.00017615088","0.33883311656","0.000873","0.00388884354","0.00083","SIFT score","0.519139704468283","PolyDFE.input","0.00561599952311407","0.00179879430625693","0.320298158654313","SIFTpolcounts","0.00221768150511012","0.519085428669646","643","0.161330763269397","0.033905479674569","2.60210908499027e-08","53956.2268498734"
"SIFTpolcounts2","SIFTpolcounts","SIFTpolcounts2_0.453892483722793_PolyDFE.output","0.453892483722793","0.451089163535282","0.288848367115001","0.140023906818992","0.119887648860725","8.87011664942872e-05","6.22125035056875e-05","0.33735849032","-253.83803236","0.00015091367","1.1284746357","0.002041","0.01912883841","7e-05","SIFT score","0.453892483722793","PolyDFE.input","0.00752815626552476","0.00152194147426729","0.202166562513724","SIFTpolcounts","0.00287403399445054","0.453892483722793","532","0.166032941828685","0.0290001137091633","2.67795067465621e-08","70279.0788565515"
"SIFTpolcounts20","SIFTpolcounts","SIFTpolcounts20_0.533215851691348_PolyDFE.output","0.533215851691348","0.359485203258499","0.257030175983531","0.157398699530069","0.225959503687901","0.000124630298371398","1.78724162858135e-06","0.23033835797","-220.09582535","0.00012641754","0.23480148776","0.000609","6.685908e-05","1e-04","SIFT score","0.533215851691348","PolyDFE.input","0.00544309252494941","0.00179877795820515","0.330469847786001","SIFTpolcounts","0.0091547000123682","0.533192868665499","656","0.163269700867589","0.0397768156620553","2.63338227205789e-08","51673.968708461"
"SIFTpolcounts3","SIFTpolcounts","SIFTpolcounts3_0.461544169381057_PolyDFE.output","0.461544169381057","0.499132716080979","0.23355431031995","0.126100095683422","0.141113704935648","8.77513255587159e-05","1.14216544412349e-05","0.27779669865","-465.06478408","9.917298e-05","0.46267282166","0.000846","0.00208775788","0.00041","SIFT score","0.461544169381057","PolyDFE.input","0.00627668936662099","0.00138896821579537","0.221289940391476","SIFTpolcounts","0.00170764982260336","0.461538706001591","523","0.161359195736","0.027752786984","2.60256767316129e-08","60293.2387824983"
"SIFTpolcounts4","SIFTpolcounts","SIFTpolcounts4_0.466839387183636_PolyDFE.output","0.466839387183636","0.479627652900549","0.22667307652029","0.129343225275753","0.164322144603407","3.33711545906779e-05","5.29545409300169e-07","0.25257465901","-475.72823205","3.39007e-05","0.24043246943","0.000224","2.428068e-05","9e-05","SIFT score","0.466839387183636","PolyDFE.input","0.00644204727418898","0.0015891504715781","0.246684074788657","SIFTpolcounts","0.00139021340237029","0.466834442213368","493","0.160938373716667","0.0271720276875","2.59578022123656e-08","62043.4582778367"
"SIFTpolcounts5","SIFTpolcounts","SIFTpolcounts5_0.471204426921412_PolyDFE.output","0.471204426921412","0.538724118318228","0.186113239519792","0.111542345331825","0.163527500000155","8.72447470869897e-05","5.55208291297404e-06","0.22601086624","-1025.829696","9.279683e-05","0.35508345897","0.000657","0.00013030511","0.00039","SIFT score","0.471204426921412","PolyDFE.input","0.00653185504845957","0.00152454021237482","0.23340080284457","SIFTpolcounts","0.00114239024692055","0.471197086622952","518","0.163066591909091","0.0281217434472727","2.63010632111437e-08","62087.3669252659"
"SIFTpolcounts6","SIFTpolcounts","SIFTpolcounts6_0.474770819109106_PolyDFE.output","0.474770819109106","0.44300069414232","0.248148365114634","0.13975280222754","0.168936174775506","0.000133160451555314","2.88032884446787e-05","0.26242906933","-337.62690332","0.00016196374","0.57907805344","0.00123","0.00162382071","0.00046","SIFT score","0.474770819109106","PolyDFE.input","0.00708698922815501","0.00181720124162453","0.256413715771601","SIFTpolcounts","0.000892032843300809","0.474763641286319","464","0.163135367034632","0.0285408500603448","2.63121559733277e-08","67335.694909788"
"SIFTpolcounts7","SIFTpolcounts","SIFTpolcounts7_0.477644894767572_PolyDFE.output","0.477644894767572","0.429004835008647","0.259666046148819","0.144214416791686","0.167018509340848","7.8165738635283e-05","1.80269713647707e-05","0.2710953221","-291.31542141","9.619271e-05","0.5971987094","0.000744","0.00577382131","9e-05","SIFT score","0.477644894767572","PolyDFE.input","0.00666336280201035","0.00173226250576862","0.259968210832823","SIFTpolcounts","0.000806622985539121","0.477644894767572","491","0.157265783034749","0.0275466853011583","2.53654488765724e-08","65673.6140806544"
"SIFTpolcounts8","SIFTpolcounts","SIFTpolcounts8_0.480804174860407_PolyDFE.output","0.480804174860407","0.477825649702983","0.253618452441539","0.132477259810523","0.136007737794955","6.04305996496635e-05","1.04696503503421e-05","0.29609195514","-358.89757596","7.090025e-05","0.52279563294","0.000643","0.00791804678","0.00052","SIFT score","0.480804174860407","PolyDFE.input","0.00685520325176794","0.0015101390788083","0.220290926956664","SIFTpolcounts","0.00095998131921481","0.480801121350523","520","0.160900693517986","0.0257689394676259","2.59517247609655e-08","66038.0313342313"
"SIFTpolcounts9","SIFTpolcounts","SIFTpolcounts9_0.483970673407546_PolyDFE.output","0.483970673407546","0.417263964867801","0.269230179845053","0.147918172078908","0.165535592768238","4.86334179897741e-05","3.45702201021147e-06","0.27819168795","-259.65507386","5.209044e-05","0.36865354931","0.000361","0.00042070864","8e-05","SIFT score","0.483970673407546","PolyDFE.input","0.00646912560567988","0.00169027061647047","0.261282701789931","SIFTpolcounts","0.000895470040317571","0.483965002163989","550","0.154400175018051","0.0275732713285199","2.49032540351695e-08","64942.5733334275"
