"Factor","GroupingCategory","Filename","GroupValue","<-100","-100 to -10","-10 to -1","-1 to 0","0 to 1",">1","b","S_d","p_b","S_b","alpha","eps_an","criteria","pretty_names","Variable","source","pi4","pi0","pi04","GroupingVariable","SD","FactorMean","NumGenes","dS","dN","MutationRate","Ne"
"GOterms16","GOterms","GOterms16_GO.0003677_PolyDFE.output","101896","0.451236167937353","0.266929094807747","0.139656546688724","0.141918759556176","0.000214654438016049","4.47765719839843e-05","0.29845677366","-296.71773744","0.00025943101","0.56921489341","0.002303","0.00813470295","1e-04","GO group size","52937","PolyDFE.input","0.00532241170827571","0.00125506312364763","0.235807222822721","GOterms","0","0","240","0.15735926071345","0.0333818476374269","2.53805259215242e-08","52426.1369202164"
"GOterms2","GOterms","GOterms2_GO.0000976_PolyDFE.output","52937","0.465123864110545","0.246323877344815","0.134816191414511","0.153559918610128","0.000167381065549699","8.76745445033134e-06","0.27430460839","-369.81064603","0.00017614852","0.33330211458","0.001294","0.01409188931","7e-05","GO group size","101896","PolyDFE.input","0.00598663565014009","0.0014773263748809","0.246770717514157","GOterms","0","0","249","0.15713256730622","0.0295555549521531","2.53439624687452e-08","59053.8639875569"
"GOterms3","GOterms","GOterms3_GO.0003700_PolyDFE.output","63685","0.36937542117199","0.330429244253268","0.163356042857629","0.136764668267113","6.69399697368345e-05","7.68348026314314e-06","0.34350373457","-156.74613473","7.462345e-05","0.43987324315","0.000634","0.01450548906","8e-05","GO group size","22191","PolyDFE.input","0.00550406077700452","0.00134173227492817","0.243771340704268","GOterms","0","0","213","0.157924401117978","0.0313490833426966","2.54716775996739e-08","54021.3807616954"
"GOterms4","GOterms","GOterms4_GO.0003674_PolyDFE.output","1181057","0.358747669485378","0.272473812448233","0.160823097935764","0.207748121390625","0.000200206788811608","7.09195118842043e-06","0.24996557557","-198.62593016","0.00020729874","0.29627870079","0.001113","5.156145e-05","9e-05","GO group size","2813","PolyDFE.input","0.00463234346507711","0.00146457557675584","0.316162993482062","GOterms","0","0","108","0.131028170906667","0.03179499904","2.11335759526882e-08","54798.3866460596"
"GOterms5","GOterms","GOterms5_GO.0005515_PolyDFE.output","179616","0.499043949453849","0.137167575775887","0.0996875052789916","0.263618105051273","0.000443261493583091","3.96029464169168e-05","0.13931779802","-3181.5324992","0.00048286444","0.39986685525","0.002211","0.0029534268","0.00038","GO group size","1119","PolyDFE.input","0.00332864919378015","0.00119495104012674","0.358989779505632","GOterms","0","0","102","0.123045978661017","0.0291870441525424","1.98461255904866e-08","41930.7181470191"
"GOterms6","GOterms","GOterms6_GO.0003723_PolyDFE.output","101062","0.345703511127102","0.275709699526682","0.164083239100776","0.21433644310544","0.000152732951778756","1.43741882212556e-05","0.24792593416","-183.17679487","0.00016710714","0.40763067502","0.000921","0.00702604049","1e-04","GO group size","56094","PolyDFE.input","0.00487914711416449","0.0015404049126703","0.315711921905039","GOterms","0","0","170","0.148336830192593","0.0305222910148148","2.39252951923537e-08","50983.1443555587"
"GOterms7","GOterms","GOterms7_GO.0008150_PolyDFE.output","1184030","0.107425190934588","0.410783448968241","0.262062308913557","0.219579481663614","0.000146150175566295","3.41934443370828e-06","0.35073673352","-36.451960368","0.00014956952","0.26466842326","0.000723","2.576509e-05","0.00111","GO group size","30278","PolyDFE.input","0.00575232829828545","0.00231012764898757","0.401598714328618","GOterms","0","0","121","0.146364938796296","0.0431684157592593","2.3607248192951e-08","60916.9718900472"
"GOterms8","GOterms","GOterms8_GO.0003729_PolyDFE.output","37947","0.559294277300546","0.160032783872995","0.10214028864014","0.17837087256632","0.000151199882209574","1.05777377904515e-05","0.19669158359","-1932.4834868","0.00016177762","0.36663999957","0.001064","0.00011503962","8e-05","GO group size","135084","PolyDFE.input","0.004239792069355","0.00104889093859478","0.247392070515935","GOterms","0","0","178","0.143249615256198","0.0280046031157025","2.31047766542255e-08","45875.7093046776"
"GOterms9","GOterms","GOterms9_GO.0004674_PolyDFE.output","40387","0.500055077639859","0.166062332419889","0.111190641473738","0.222208930636515","0.000426145057846883","5.68727721531603e-05","0.17627775251","-1390.7552448","0.00048301783","0.46745641753","0.002694","0.00049724844","0.00049","GO group size","121123","PolyDFE.input","0.00505896213839603","0.00152823496270706","0.302084680790197","GOterms","0","0","132","0.148870792828125","0.0260326299375","2.40114181980847e-08","52672.4629159927"
"lengthpolcounts1","lengthpolcounts","lengthpolcounts1_153.286639676113_PolyDFE.output","153.286639676113","0.423589506479423","0.247093311408261","0.143477286785845","0.185681075916471","0.000121747081700763","3.70723282991925e-05","0.24924992563","-316.77275885","0.00015881941","0.68733390494","0.001163","0.00842952871","1e-04","Length","153.286639676113","PolyDFE.input","0.00845561468333842","0.00232006749135066","0.274381884491768","lengthpolcounts","34.127491825247","153.29854368932","1236","0.173531342262724","0.0373050676176066","2.79889261714071e-08","75526.4299133464"
"lengthpolcounts10","lengthpolcounts","lengthpolcounts10_499.056892778993_PolyDFE.output","499.056892778993","0.437488834282337","0.293104783511018","0.143875471183165","0.125463124513481","4.9188083133922e-05","1.85984268660233e-05","0.33314954877","-237.44484429","6.778651e-05","0.77322405061","0.000744","0.01010012589","0.00044","Length","499.056892778993","PolyDFE.input","0.00799181778042901","0.00164910338405702","0.206348972081855","lengthpolcounts","6.87661001376797","499.032751091703","458","0.16352082443662","0.0257716613568075","2.63743265220355e-08","75753.7616529462"
"lengthpolcounts11","lengthpolcounts","lengthpolcounts11_525.748373101952_PolyDFE.output","525.748373101952","0.431711696143544","0.295643931519354","0.145484629065339","0.127059401261763","9.29032188631274e-05","7.43879113684898e-06","0.33284047699","-229.72160864","0.00010034201","0.38433805563","0.000896","0.01893296995","9e-05","Length","525.748373101952","PolyDFE.input","0.00745109601083507","0.00160008803392316","0.214745324928893","lengthpolcounts","8.30306534278632","525.748373101952","461","0.159538408284483","0.0259507551034483","2.57320013362069e-08","72391.3378664293"
"lengthpolcounts12","lengthpolcounts","lengthpolcounts12_558.613995485327_PolyDFE.output","558.613995485327","0.502513641436702","0.229997445730869","0.125028258632908","0.142364748459521","8.09273645890896e-05","1.49783754108679e-05","0.27421926135","-488.50321139","9.590574e-05","0.53857305676","0.000844","0.00880041553","0.00045","Length","558.613995485327","PolyDFE.input","0.00712217267728091","0.00155192585235223","0.217900621435751","lengthpolcounts","11.7865529458048","558.521541950113","441","0.15582234271875","0.0259932155273437","2.5132635922379e-08","70845.8585410361"
"lengthpolcounts13","lengthpolcounts","lengthpolcounts13_598.383720930233_PolyDFE.output","598.383720930233","0.438407820195923","0.260836693103588","0.142264619709333","0.158430202891156","5.64454720717311e-05","4.21862792832073e-06","0.2790840741","-298.44411357","6.06641e-05","0.3751159835","0.000441","4.873107e-05","0.00067","Length","598.383720930233","PolyDFE.input","0.0072553545577068","0.00177628706461844","0.244824295007283","lengthpolcounts","10.8899343693955","598.202325581395","430","0.152224745476923","0.0260524800923077","2.45523783027295e-08","73876.2908041806"
"lengthpolcounts14","lengthpolcounts","lengthpolcounts14_639.268041237113_PolyDFE.output","639.268041237113","0.510198959844307","0.194208415806679","0.117865317936234","0.177495603312779","0.000183138866649002","4.85642333509784e-05","0.22135583075","-823.13429563","0.0002317031","0.63997153815","0.001746","0.00054552211","0.00127","Length","639.268041237113","PolyDFE.input","0.00706359982981435","0.00176563810952871","0.249962929960476","lengthpolcounts","12.520655438165","638.994832041344","387","0.158473141991701","0.0273410207261411","2.55601841922098e-08","69087.9198746851"
"lengthpolcounts15","lengthpolcounts","lengthpolcounts15_687.138020833333_PolyDFE.output","687.138020833333","0.338352851724101","0.313487911832788","0.171345823472192","0.176762158660919","4.87961852428942e-05","2.45812475707652e-06","0.29610539909","-147.93777785","5.125431e-05","0.3292288432","0.000324","8.345097e-05","9e-05","Length","687.138020833333","PolyDFE.input","0.00653090337692078","0.00187727587785295","0.287445054613265","lengthpolcounts","16.1821814209837","686.93023255814","387","0.1475178396","0.0261450117860465","2.37931999354839e-08","68621.5325663379"
"lengthpolcounts16","lengthpolcounts","lengthpolcounts16_750.475452196382_PolyDFE.output","750.475452196382","0.39503981047481","0.263596589669751","0.151924155690233","0.189323364955205","0.000103779980748953","1.2299229251056e-05","0.2566918707","-247.43627008","0.00011607921","0.44548664461","0.000737","0.0004171773","0.00042","Length","750.475452196382","PolyDFE.input","0.00581589531702039","0.0016695354255109","0.287064215310917","lengthpolcounts","19.9914824347139","750.475452196382","387","0.151712730391089","0.0306291238168317","2.44697952243692e-08","59419.1253307711"
"lengthpolcounts17","lengthpolcounts","lengthpolcounts17_825.815303430079_PolyDFE.output","825.815303430079","0.486391827549598","0.19861833652017","0.122618963649295","0.192247915340936","0.000109699327589086","1.32576124108885e-05","0.21447377604","-709.81689674","0.00012295694","0.44898169305","0.000779","0.00016283513","0.00021","Length","825.815303430079","PolyDFE.input","0.00550132140445274","0.00147875388844527","0.268799762771246","lengthpolcounts","25.3577011966489","825.68253968254","378","0.148084539419512","0.0253989809463415","2.38846031321794e-08","57582.2986675555"
"lengthpolcounts18","lengthpolcounts","lengthpolcounts18_929.159763313609_PolyDFE.output","929.159763313609","0.485101081930826","0.188484735904281","0.120131678344786","0.206154107320107","0.000121919903005474","6.47659699448688e-06","0.19956145008","-835.22803173","0.0001283965","0.33479214378","0.000719","0.00028149691","0.00047","Length","929.159763313609","PolyDFE.input","0.00518808786978424","0.00146585598505721","0.282542628777445","lengthpolcounts","36.0072723197923","929.002949852507","339","0.14047986113615","0.026463792056338","2.26580421187339e-08","57243.3381776474"
"lengthpolcounts19","lengthpolcounts","lengthpolcounts19_1084.24615384615_PolyDFE.output","1084.24615384615","0.433148812136869","0.241574654089452","0.140635720902249","0.18421449861143","0.000265065596788183","0.000161248663211766","0.24691150145","-345.6300955","0.00042631426","1.02856414338","0.003695","0.0062967903","0.00198","Length","1084.24615384615","PolyDFE.input","0.00471263119324274","0.0013151075680251","0.279060150073018","lengthpolcounts","64.2659191106229","1083.42414860681","323","0.133562795983871","0.0270688218655914","2.15423864490114e-08","54690.2174046158"
"lengthpolcounts2","lengthpolcounts","lengthpolcounts2_231.801317233809_PolyDFE.output","231.801317233809","0.47248354341962","0.227313207054962","0.130776483232124","0.169159001553294","0.000192748615924665","7.50161240753444e-05","0.24915327299","-461.40394878","0.00026776474","0.78591286952","0.002256","0.0026251376","0.00052","Length","231.801317233809","PolyDFE.input","0.0074385740841437","0.00190166161943182","0.255648676469521","lengthpolcounts","16.7032556801554","231.740944017563","911","0.168595090742424","0.0347203450991597","2.71927565713587e-08","68387.4588497818"
"lengthpolcounts20","lengthpolcounts","lengthpolcounts20_1719.33070866142_PolyDFE.output","1719.33070866142","0.444671487119257","0.191532879329387","0.126276106020312","0.237298206181044","0.000215218337130563","6.10301286940729e-06","0.18546806965","-669.3857579","0.00022132135","0.2784869017","0.001049","8.68867e-05","0.00042","Length","1719.33070866142","PolyDFE.input","0.00352618827907938","0.00118859262276417","0.337075768136378","lengthpolcounts","612.324903343725","1715.40625","256","0.11490066380137","0.0280402826643836","1.85323651292532e-08","47567.9743854349"
"lengthpolcounts3","lengthpolcounts","lengthpolcounts3_282.091836734694_PolyDFE.output","282.091836734694","0.428850723279646","0.281762723968823","0.146064845789807","0.143275579651723","4.51090071558191e-05","1.01830284415794e-06","0.30636554921","-248.26806606","4.612731e-05","0.26224226764","0.000347","2.634474e-05","0.00057","Length","282.091836734694","PolyDFE.input","0.00751396210658176","0.00177921772845175","0.236788222140922","lengthpolcounts","12.737801803883","281.998724489796","784","0.160913048705128","0.0298291175448718","2.59537175330852e-08","72378.4761952035"
"lengthpolcounts4","lengthpolcounts","lengthpolcounts4_320.845714285714_PolyDFE.output","320.845714285714","0.444584663184356","0.251774599985416","0.139912235783351","0.163700096176877","2.73712475513666e-05","1.03362244863181e-06","0.26894697124","-328.83008886","2.840487e-05","0.30179650071","0.000193","0.00688049544","0.00059","Length","320.845714285714","PolyDFE.input","0.00764836513366218","0.00190985643049304","0.249707799917571","lengthpolcounts","9.83594665001602","320.721030042918","699","0.165954924870813","0.0298038786555024","2.67669233662602e-08","71434.8547739987"
"lengthpolcounts5","lengthpolcounts","lengthpolcounts5_353.182094081942_PolyDFE.output","353.182094081942","0.412889690171245","0.297287836821818","0.150772603759646","0.139007906677291","3.63738904978206e-05","5.58867950217756e-06","0.32044609387","-214.02072205","4.196257e-05","0.49602313545","0.000364","0.01575190411","0.00016","Length","353.182094081942","PolyDFE.input","0.0073986760648653","0.00171610091048644","0.231947026122123","lengthpolcounts","8.65400185117611","353.090771558245","661","0.163721754678663","0.0316561554575835","2.64067346255908e-08","70045.3517802163"
"lengthpolcounts6","lengthpolcounts","lengthpolcounts6_381.163132137031_PolyDFE.output","381.163132137031","0.443198603860105","0.268233698874417","0.141749426984399","0.14675902276108","5.4737490271517e-05","4.51002972845505e-06","0.29446626763","-286.37010463","5.924752e-05","0.3882861557","0.000466","0.01662303247","9e-05","Length","381.163132137031","PolyDFE.input","0.00762281522252516","0.0018105617674874","0.237518779431679","lengthpolcounts","7.62142545344516","381.075286415712","611","0.164451850896552","0.0304121357902299","2.6524492080089e-08","71846.9480914898"
"lengthpolcounts7","lengthpolcounts","lengthpolcounts7_412.88785046729_PolyDFE.output","412.88785046729","0.448687573762993","0.252418841712119","0.13909816810824","0.159760463696648","3.36741280543285e-05","1.27859194565261e-06","0.27268403881","-331.62262355","3.495272e-05","0.30227581699","0.000243","0.00011148119","0.00062","Length","412.88785046729","PolyDFE.input","0.00624121347201953","0.0015601621562416","0.249977374309673","lengthpolcounts","11.0046137293855","412.711180124224","644","0.160640127332447","0.0291133378829787","2.59096979568463e-08","60220.8242876329"
"lengthpolcounts8","lengthpolcounts","lengthpolcounts8_447.870036101083_PolyDFE.output","447.870036101083","0.436406497633468","0.249474022574007","0.14131413036506","0.172730225147465","6.47614435963506e-05","1.03628364036545e-05","0.2602664431","-325.82676074","7.512428e-05","0.50481649831","0.000538","0.00239798893","0.00067","Length","447.870036101083","PolyDFE.input","0.00699056473077853","0.00181310327036526","0.259364348974898","lengthpolcounts","9.14832452843102","447.758122743682","554","0.165296608361905","0.0287693902952381","2.66607432841782e-08","65551.1050110807"
"lengthpolcounts9","lengthpolcounts","lengthpolcounts9_475.221095334686_PolyDFE.output","475.221095334686","0.50463688226841","0.215445077382875","0.122813951289663","0.157038307539052","6.30555164884417e-05","2.72600351158836e-06","0.25125776509","-588.96631586","6.578152e-05","0.31411945005","0.000472","0.01411357015","8e-05","Length","475.221095334686","PolyDFE.input","0.00732810177226004","0.00172272079417197","0.235084179738495","lengthpolcounts","7.09333688328031","475.145748987854","494","0.168116434966292","0.0310619868089888","2.71155540268213e-08","67563.6367692456"
"NetworkConnectivity20polcounts1","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts1_1.10486891385768_PolyDFE.output","1.10486891385768","0.304151661997926","0.281130301029717","0.173534140005169","0.241050505557188","0.000122153730873653","1.12376791263635e-05","0.23673194612","-143.90596341","0.00013339141","0.40420120281","0.000655","0.00017046037","0.00027","Connectivity","1.10486891385768","PolyDFE.input","0.00648548279619693","0.00229462520214413","0.353809465578983","NetworkConnectivity20polcounts","0.306671719856582","1.10486891385768","534","0.165308371692308","0.0356513807762238","2.66626405955335e-08","60810.5822542138"
"NetworkConnectivity20polcounts10","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts10_30.9454545454545_PolyDFE.output","30.9454545454545","0.442909388311044","0.2510081285964","0.140143785401121","0.165758800511435","0.000136862132284588","4.30350477154118e-05","0.26677281889","-329.07080638","0.00017989718","0.69911950581","0.001475","0.00297107841","0.00146","Connectivity","30.9454545454545","PolyDFE.input","0.0066083203462704","0.00166506040391684","0.251964238515853","NetworkConnectivity20polcounts","2.09781417209498","30.9336016096579","497","0.16067682852069","0.0310941785275862","2.59156175033371e-08","63748.436106331"
"NetworkConnectivity20polcounts11","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts11_38.9885931558935_PolyDFE.output","38.9885931558935","0.464622269587199","0.250839615818057","0.13539099924135","0.149105661943393","4.01422268681006e-05","1.31118313184686e-06","0.28126351508","-354.12226412","4.145341e-05","0.28954955469","0.000306","0.00136617342","0.00017","Connectivity","38.9885931558935","PolyDFE.input","0.00658203177980711","0.00154091874415083","0.234109891246375","NetworkConnectivity20polcounts","2.56268417252852","38.9598470363289","523","0.158376525559172","0.0278603307248521","2.55446008966406e-08","64417.0543752037"
"NetworkConnectivity20polcounts12","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts12_47.4549878345499_PolyDFE.output","47.4549878345499","0.42267797917003","0.300891722232601","0.14802377250914","0.128350817748228","4.9669945442643e-05","6.03839455737276e-06","0.33460908137","-216.62051344","5.570834e-05","0.4500466873","0.000509","0.00296031178","7e-05","Connectivity","47.4549878345499","PolyDFE.input","0.00780958872502429","0.00170917120530365","0.218855469280597","NetworkConnectivity20polcounts","2.32744914021088","47.390243902439","410","0.159257001959677","0.0254622236451613","2.56866132193027e-08","76008.3536349161"
"NetworkConnectivity20polcounts13","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts13_56.8063872255489_PolyDFE.output","56.8063872255489","0.478980524635891","0.241381509021801","0.131279177988664","0.148219385943644","0.000127245406236209","1.21570037637797e-05","0.27605044227","-404.80866078","0.00013940241","0.40992689775","0.001103","0.0099545835","0.00034","Connectivity","56.8063872255489","PolyDFE.input","0.0063477931255266","0.00148597991678706","0.234093942162581","NetworkConnectivity20polcounts","3.17306906093597","56.7145708582834","501","0.160202725269737","0.024734763625","2.58391492370544e-08","61416.4292648577"
"NetworkConnectivity20polcounts14","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts14_68.9823788546256_PolyDFE.output","68.9823788546256","0.552734775951916","0.181221086000751","0.108254687103901","0.157789450943432","0","0","0.22701675853","-1163.6231963","0","0","0","0.02991116532","9e-05","Connectivity","68.9823788546256","PolyDFE.input","0.00657334626255682","0.00148302054429204","0.225611200909899","NetworkConnectivity20polcounts","3.8037850305516","68.8835164835165","455","0.160331919205128","0.0268032857252747","2.5859986968569e-08","63547.4630221803"
"NetworkConnectivity20polcounts15","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts15_83.2442105263158_PolyDFE.output","83.2442105263158","0.506904748509366","0.242961867179283","0.124856069982981","0.125158505948371","0.000109678149213366","9.13023078663588e-06","0.30114022979","-428.27260858","0.00011880838","0.38972361631","0.001092","0.01922672232","0.00013","Connectivity","83.2442105263158","PolyDFE.input","0.0067814479911456","0.00137609897637955","0.202921113333951","NetworkConnectivity20polcounts","4.76755351972765","83.1617647058823","476","0.154464476962406","0.0238380578233083","2.49136253165171e-08","68049.5903846807"
"NetworkConnectivity20polcounts16","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts16_100.908888888889_PolyDFE.output","100.908888888889","0.493459225134178","0.214123876741784","0.124680823774836","0.167600736219202","0.000114682499489649","2.06556305103467e-05","0.24184237336","-580.46308826","0.00013533813","0.53197477828","0.001018","5.508761e-05","9e-05","Connectivity","100.908888888889","PolyDFE.input","0.0063024644283706","0.00153055701658636","0.242850560123203","NetworkConnectivity20polcounts","5.42990632789705","100.849223946785","451","0.155301961951852","0.0263076723851852","2.50487035406213e-08","62902.1020803526"
"NetworkConnectivity20polcounts17","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts17_125.539094650206_PolyDFE.output","125.539094650206","0.502432110976934","0.26406190044039","0.126027311749664","0.107424887373013","5.17074697189424e-05","2.08199028106648e-06","0.33805216858","-347.46554895","5.378946e-05","0.30752641043","0.000545","1.948553e-05","8e-05","Connectivity","125.539094650206","PolyDFE.input","0.00620198115823488","0.00119488360094371","0.192661598037454","NetworkConnectivity20polcounts","8.84812241545611","125.346473029046","482","0.159108195058419","0.0221963191168385","2.56626121061966e-08","60418.4516814767"
"NetworkConnectivity20polcounts18","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts18_166.315581854043_PolyDFE.output","166.315581854043","0.480767206902735","0.296775735723102","0.130148302692637","0.0922180194515261","8.40620564670491e-05","6.67317353297836e-06","0.38385169552","-259.71004957","9.073523e-05","0.38316375895","0.001092","0.01650926269","0.00042","Connectivity","166.315581854043","PolyDFE.input","0.00640962160995895","0.00111926264350931","0.174622265028915","NetworkConnectivity20polcounts","15.6309733720709","165.90373280943","509","0.149450942562701","0.0216304821543408","2.41049907359195e-08","66476.0845604453"
"NetworkConnectivity20polcounts19","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts19_242.979245283019_PolyDFE.output","242.979245283019","0.562764484608552","0.229478473387622","0.11015286001965","0.0974091706141765","0.000147677265012525","4.73341049874731e-05","0.32912915567","-547.62713297","0.00019501137","0.70630108485","0.002668","0.0038649472","4e-04","Connectivity","242.979245283019","PolyDFE.input","0.0056383073179297","0.000931885101571223","0.165277458113687","NetworkConnectivity20polcounts","32.9033636689066","242.115094339623","530","0.147946244421245","0.0210092527326007","2.38622974872976e-08","59071.2956383505"
"NetworkConnectivity20polcounts2","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts2_2.38919925512104_PolyDFE.output","2.38919925512104","0.361201540396898","0.278837091107706","0.161428975324956","0.19820367605044","0.000210588613293372","0.000118128506706672","0.25982677519","-193.54831176","0.00032871712","0.97711165631","0.002579","0.01441318575","0.00051","Connectivity","2.38919925512104","PolyDFE.input","0.0067636994272754","0.00199614191074831","0.295125756579105","NetworkConnectivity20polcounts","0.487595937732838","2.38733705772812","537","0.17078312406422","0.0408169681804281","2.75456651716484e-08","61386.2415840024"
"NetworkConnectivity20polcounts20","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts20_484.82304526749_PolyDFE.output","484.82304526749","0.641959327197058","0.179667229810912","0.0899012457502761","0.0884038287017544","6.73341536544525e-05","1.03438634557751e-06","0.30491662061","-1242.7366865","6.836854e-05","0.23860059249","0.000822","5.981085e-05","1e-04","Connectivity","484.82304526749","PolyDFE.input","0.00534196606591237","0.000807482363435375","0.151158272716857","NetworkConnectivity20polcounts","157.701234392472","483.395918367347","490","0.145970320413979","0.0193510224032258","2.35436000667708e-08","56724.1846060319"
"NetworkConnectivity20polcounts3","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts3_3.91528925619835_PolyDFE.output","3.91528925619835","0.353152906455171","0.289970008211297","0.164977736615975","0.191861081667557","3.80690492446378e-05","1.98000755347039e-07","0.27076450296","-175.75119742","3.826705e-05","0.18996694713","0.00021","0.01104521506","9e-05","Connectivity","3.91528925619835","PolyDFE.input","0.00730852156282624","0.00216969010771471","0.296871274041324","NetworkConnectivity20polcounts","0.636952465560947","3.91340206185567","485","0.17133408694636","0.0382122630804598","2.76345301526387e-08","66117.657170737"
"NetworkConnectivity20polcounts4","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts4_5.86111111111111_PolyDFE.output","5.86111111111111","0.408264677923017","0.226669064116524","0.14170570083553","0.223278154064929","8.16047617058224e-05","7.98298294135691e-07","0.21383613918","-359.81284732","8.240306e-05","0.21566153376","0.000399","2.865013e-05","9e-05","Connectivity","5.86111111111111","PolyDFE.input","0.00624595824756301","0.0020270386154294","0.324536049567781","NetworkConnectivity20polcounts","0.754847221341347","5.85687732342007","538","0.164464473851393","0.0339551556408669","2.65265280405473e-08","58865.2069167864"
"NetworkConnectivity20polcounts5","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts5_8.32780082987552_PolyDFE.output","8.32780082987552","0.393061299069636","0.272604391991198","0.153636734870712","0.180324080858454","0.00029174223381101","8.17509761890101e-05","0.26860286456","-230.77979478","0.00037349321","0.65823161538","0.002754","0.00300282975","0.00156","Connectivity","8.32780082987552","PolyDFE.input","0.00674696181737125","0.00188587862574195","0.279515236159544","NetworkConnectivity20polcounts","0.865390454204749","8.32231404958678","484","0.162166788231293","0.0357618633435374","2.61559335856924e-08","64487.8703647374"
"NetworkConnectivity20polcounts6","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts6_11.3523622047244_PolyDFE.output","11.3523622047244","0.413419757774849","0.275213427794016","0.149380442690372","0.161825344730763","0.000106914224890065","5.41127851099166e-05","0.28500496338","-245.594607","0.00016102701","0.91700917217","0.001493","0.0212317507","7e-05","Connectivity","11.3523622047244","PolyDFE.input","0.00696928375933473","0.00173706885483057","0.249246395299076","NetworkConnectivity20polcounts","1.01880257990524","11.3491124260355","507","0.154783048953125","0.02931388514375","2.49650078956653e-08","69790.522282839"
"NetworkConnectivity20polcounts7","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts7_14.5434343434343_PolyDFE.output","14.5434343434343","0.448146983646482","0.249794810152357","0.138896613876792","0.163066429434369","8.19925814182776e-05","1.31703085817225e-05","0.26824287409","-338.75312917","9.516289e-05","0.50565701031","0.00072","0.00504248805","0.00039","Connectivity","14.5434343434343","PolyDFE.input","0.00669151703330923","0.00165733332316067","0.24767676969374","NetworkConnectivity20polcounts","1.04345660298557","14.5284552845528","492","0.152737746176271","0.0316602436486486","2.46351203510115e-08","67906.2750451967"
"NetworkConnectivity20polcounts8","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts8_18.579797979798_PolyDFE.output","18.579797979798","0.439964794700706","0.246273481413484","0.140126887537813","0.173574099877997","5.61182759934997e-05","4.61819400654484e-06","0.25763742202","-339.66474983","6.073647e-05","0.3881173043","0.000408","0.00030347314","0.00027","Connectivity","18.579797979798","PolyDFE.input","0.00694292681480382","0.00179518691772615","0.258563422258524","NetworkConnectivity20polcounts","1.36867226763956","18.5472837022133","497","0.158434142202572","0.0290023700578778","2.55538939036406e-08","67924.3527521129"
"NetworkConnectivity20polcounts9","NetworkConnectivity20polcounts","NetworkConnectivity20polcounts9_24.120527306968_PolyDFE.output","24.120527306968","0.471033519851104","0.213079161251096","0.128390411592803","0.187408454424996","8.41220269968135e-05","4.33085300322045e-06","0.22692126137","-546.58602078","8.845288e-05","0.33148744991","0.00054","2.290461e-05","0.00022","Connectivity","24.120527306968","PolyDFE.input","0.00609272226363495","0.0016968020978905","0.278496544642784","NetworkConnectivity20polcounts","1.87502554627212","24.0883458646617","532","0.160181295428994","0.0289529918017751","2.58356928111281e-08","58956.4435931312"
"RecombBrazierpolcounts1","RecombBrazierpolcounts","RecombBrazierpolcounts1_0.618937529769138_PolyDFE.output","0.618937529769138","0.486869545639346","0.198546122868258","0.122535175844094","0.191970934038301","7.52314521504927e-05","2.99015784954726e-06","0.21460167695","-711.84606747","7.822161e-05","0.30635192155","0.000462","8.829163e-05","9e-05","Recombination rate","0.618937529769138","PolyDFE.input","0.00521733145197371","0.00144319846686014","0.276616212741129","RecombBrazierpolcounts","0.650279727831808","1.14083611776214","495","0.159429460294326","0.0298553684468085","2.571442907973e-08","50723.772981668"
"RecombBrazierpolcounts10","RecombBrazierpolcounts","RecombBrazierpolcounts10_4.36846141516172_PolyDFE.output","4.36846141516172","0.494556872225864","0.224771678674961","0.126103982000877","0.154472789648297","8.54204332086939e-05","9.25701679133084e-06","0.2596104739","-508.66226173","9.467745e-05","0.43009013543","0.00073","0.00012328369","0.00116","Recombination rate","4.36846141516172","PolyDFE.input","0.00541168852161805","0.00126806900281203","0.234320396997441","RecombBrazierpolcounts","0.0518459859646647","4.38962494927102","630","0.144963321683805","0.0280343788457584","2.33811809167427e-08","57863.7210507924"
"RecombBrazierpolcounts11","RecombBrazierpolcounts","RecombBrazierpolcounts11_4.52618219082415_PolyDFE.output","4.52618219082415","0.402736756661642","0.283593329824286","0.152689992053079","0.160928943030994","4.85834021415332e-05","2.39502785848167e-06","0.29091113294","-223.63947643","5.097843e-05","0.32701029076","0.000354","0.00029358347","9e-05","Recombination rate","4.52618219082415","PolyDFE.input","0.00588888466121581","0.00152752308607944","0.259390898948947","RecombBrazierpolcounts","0.0448084757865552","4.54773117990573","600","0.154240788558209","0.0282278766298507","2.48775465416466e-08","59178.7121306098"
