"Factor","GroupingCategory","Filename","GroupValue","<-100","-100 to -10","-10 to -1","-1 to 0","0 to 1",">1","b","S_d","p_b","S_b","alpha","eps_an","criteria","pretty_names","SD","FactorMean","NumGenes","dS","Variable","source","pi4","pi0","pi04","GroupingVariable","MutationRate","Ne"
"SIFT15polcounts11","SIFT15polcounts","SIFT15polcounts11_0.499857588341899_PolyDFE.output","0.499857588341899","0.454989622580358","0.249536746878493","0.137397735536436","0.158008458594713","6.22153581268936e-05","5.2210518730611e-06","0.27239425816","-347.4674035","6.743641e-05","0.39085612576","0.000496","0.00471392829","0.00071","SIFT score","0.00125843042856718","0.499850741336805","771","0.164903864061983","0.499857588341899","PolyDFE.input","0.00669488458452001","0.00162665240181566","0.242969446490059","SIFT15polcounts","2.65973974293521e-08","62928.0045378776"
"SIFT15polcounts12","SIFT15polcounts","SIFT15polcounts12_0.504285415352545_PolyDFE.output","0.504285415352545","0.42848189198293","0.23850279821552","0.14099736949977","0.19191616459178","9.07324634435991e-05","1.10432465564303e-05","0.23973784359","-349.37643635","0.00010177571","0.45025728586","0.000642","0.00176400296","0.00022","SIFT score","0.00128266219350608","0.504285415352545","755","0.156779939995868","0.504285415352545","PolyDFE.input","0.00621365855358921","0.00177969414906824","0.286416470058567","SIFT15polcounts","2.52870870961077e-08","61431.1420090932"
"SIFT15polcounts13","SIFT15polcounts","SIFT15polcounts13_0.509188700199244_PolyDFE.output","0.509188700199244","0.472881820483546","0.208427414824901","0.127034839018196","0.191437244303357","0.000166296525534571","5.23848444654584e-05","0.2213123647","-585.69135507","0.00021868137","0.69979083812","0.001574","0.00101605739","0.00064","SIFT score","0.00163212533950453","0.509188700199244","719","0.157924014945493","0.509188700199244","PolyDFE.input","0.00655728824075001","0.0017439781084831","0.265960263519486","SIFT15polcounts","2.54716153137892e-08","64358.778977792"
"SIFT15polcounts14","SIFT15polcounts","SIFT15polcounts14_0.515904728562843_PolyDFE.output","0.515904728562843","0.419717319598501","0.22993575656368","0.140662064644264","0.209453416723555","0.000183760907559338","4.76815624406157e-05","0.22355906157","-366.40885821","0.00023144247","0.63299691053","0.001473","0.00846483699","0.00058","SIFT score","0.00234658677440272","0.515895564024318","804","0.156472876654321","0.515904728562843","PolyDFE.input","0.00587279398664297","0.00173355437853299","0.295183924802364","SIFT15polcounts","2.52375607506969e-08","58175.1347193963"
"SIFT15polcounts15","SIFT15polcounts","SIFT15polcounts15_0.530428235854962_PolyDFE.output","0.530428235854962","0.351449152274209","0.26935800039097","0.161662290254103","0.217457294680718","7.19372992986633e-05","1.32510070138814e-06","0.24234537579","-195.44141903","7.32624e-05","0.24921751561","0.000368","2.02562e-05","4e-04","SIFT score","0.00936165877985582","0.530435855672216","865","0.16376654804697","0.530428235854962","PolyDFE.input","0.00551865232166445","0.00179430473036155","0.325134584637211","SIFT15polcounts","2.64139593624145e-08","52232.3465969774"
"SIFT15polcounts2","SIFT15polcounts","SIFT15polcounts2_0.45806983328099_PolyDFE.output","0.45806983328099","0.467530779647869","0.274764841377884","0.135638979135582","0.122028336758666","3.36660850643877e-05","3.39699493556722e-06","0.32566326111","-293.1406981","3.706308e-05","0.41845729293","0.000352","0.0134086383","0.00011","SIFT score","0.00281426977936468","0.45806983328099","688","0.162190493099099","0.45806983328099","PolyDFE.input","0.00723115274587178","0.00147508400810043","0.203990160343736","SIFT15polcounts","2.61597569514676e-08","69105.6950499124"
"SIFT15polcounts3","SIFT15polcounts","SIFT15polcounts3_0.465924399330993_PolyDFE.output","0.465924399330993","0.498375252192901","0.215110874470599","0.123937848246373","0.162439516870127","0.000115917972987378","2.05902470126196e-05","0.24657470929","-581.23902845","0.00013650822","0.52866212697","0.001056","0.00020308999","0.00069","SIFT score","0.00192967640330254","0.465919554929015","675","0.159497548370031","0.465924399330993","PolyDFE.input","0.00619990764186833","0.00150808392156225","0.243242965649693","SIFT15polcounts","2.57254110274244e-08","60250.8122733099"
"SIFT15polcounts4","SIFT15polcounts","SIFT15polcounts4_0.471783628717789_PolyDFE.output","0.471783628717789","0.530424786040623","0.186510197633532","0.112975959742065","0.17004862415378","4.02283851267393e-05","2.040448732199e-07","0.22140812352","-998.21026056","4.043243e-05","0.18906995913","0.000253","3.413433e-05","0.00101","SIFT score","0.00147499095633813","0.47177973946512","676","0.164085075530726","0.471783628717789","PolyDFE.input","0.00646475875654435","0.00156305319679624","0.241780591613561","SIFT15polcounts","2.64653347630203e-08","61068.1747881901"
"SIFT15polcounts5","SIFT15polcounts","SIFT15polcounts5_0.476261526813156_PolyDFE.output","0.476261526813156","0.433537577486356","0.24916157744583","0.141856250113192","0.175382816894622","5.83293237169658e-05","3.44873628299602e-06","0.25803857951","-323.26571034","6.177806e-05","0.34655553408","0.000402","0.00131832563","7e-05","SIFT score","0.00107421609421242","0.476255793403621","630","0.158438365840625","0.476261526813156","PolyDFE.input","0.00705361833646463","0.00187860146378612","0.26633160091388","SIFT15polcounts","2.55545751355847e-08","69005.4354165576"
"SIFT15polcounts6","SIFT15polcounts","SIFT15polcounts6_0.480264635415238_PolyDFE.output","0.480264635415238","0.451041985670002","0.276724110483791","0.140100455329146","0.132034710577062","7.73163700571455e-05","2.14215699428921e-05","0.31516505263","-275.70821402","9.873794e-05","0.65441989032","0.000978","0.01012578585","0.00075","SIFT score","0.00128260218002879","0.480252229032211","689","0.160340912185286","0.480264635415238","PolyDFE.input","0.00683160257856625","0.00150050872979257","0.219642274639969","SIFT15polcounts","2.58614374492397e-08","66040.4375431102"
"SIFT15polcounts7","SIFT15polcounts","SIFT15polcounts7_0.484437088909763_PolyDFE.output","0.484437088909763","0.423644474811672","0.262097877928683","0.145684984166329","0.168519186653316","5.04253170853231e-05","3.05112291465459e-06","0.2713688986","-280.26836212","5.347644e-05","0.34919474922","0.000362","6.762247e-05","0.00117","SIFT score","0.00114841616350444","0.484428850367335","721","0.157207876501401","0.484437088909763","PolyDFE.input","0.00662273930737984","0.00173847257132833","0.262500528956518","SIFT15polcounts","2.53561091131292e-08","65297.2748877966"
"SIFT15polcounts8","SIFT15polcounts","SIFT15polcounts8_0.488150249674143_PolyDFE.output","0.488150249674143","0.438550880561034","0.252240868830234","0.141250238577151","0.16790940883158","4.57355789978964e-05","2.86762100210058e-06","0.26578711168","-320.59434832","4.86032e-05","0.35333109536","0.000331","0.00993824798","9e-05","SIFT score","0.001047517744649","0.488137024056911","688","0.156162632825137","0.488150249674143","PolyDFE.input","0.00663260750438322","0.0016962761851213","0.255748012226006","SIFT15polcounts","2.51875214234092e-08","65832.2765555933"
"SIFT15polcounts9","SIFT15polcounts","SIFT15polcounts9_0.491887498504823_PolyDFE.output","0.491887498504823","0.487373535391767","0.22628187649352","0.127750090268103","0.15850373248661","8.3418091049503e-05","7.34726895046389e-06","0.25713149252","-489.31075697","9.076536e-05","0.397780537","0.000672","0.01154388758","8e-05","SIFT score","0.00106875016166634","0.491875517315416","697","0.157954387129442","0.491887498504823","PolyDFE.input","0.00632212678585739","0.00153323943160887","0.242519563992094","SIFT15polcounts","2.54765140531358e-08","62038.7739534485"
