"Factor","GroupingCategory","Filename","GroupValue","<-100","-100 to -10","-10 to -1","-1 to 0","0 to 1",">1","b","S_d","p_b","S_b","alpha","eps_an","criteria","pretty_names","Variable","source","pi4","pi0","pi04","GroupingVariable","SD","FactorMean","NumGenes","MutationRate","dnds","Ne"
"norm.exp6","norm.exp","norm.exp6_-5.894160806213_PolyDFE.output","-5.894160806213","0.606083327050604","0.203769045591258","0.0985199559347257","0.0895835080434121","5.12012582660759e-05","0.00199296212173394","0.32255155255","-802.60213952","0.00204416338","39.4219710031","0.453047549499282","0.00067600886","0.00085","Expression level","-7.08773068136708","PolyDFE.input","0.0120965419637636","0.00246403133658822","0.203697167667377","norm.exp","0.0929850980556114","-5.894160806213","853","1.01402181249778e-08","0.184049358028842","298231.798731403"
"norm.exp7","norm.exp","norm.exp7_-5.56645602758514_PolyDFE.output","-5.56645602758514","0.624830300456647","0.187361320780331","0.0935583362538912","0.0913389340991306","0.000166817789393203","0.00274429062060677","0.30653819948","-1065.7032924","0.00291110841","16.9459098384","0.32409048532077","0.00474391752","0.00169","Expression level","-6.8032808872704","PolyDFE.input","0.011563759514017","0.00251881242426253","0.217819509408627","norm.exp","0.101848135278344","-5.56645602758514","861","1.02222339539413e-08","0.176854280578169","282809.011369732"
"norm.exp8","norm.exp","norm.exp8_-5.18446345511609_PolyDFE.output","-5.18446345511609","0.639557722069958","0.196310518769579","0.08697535490274","0.0672475268577232","0.00184102495172878","0.00806785244827124","0.36090805458","-858.28775526","0.0099088774","4.86514473169","0.282584404217549","0.00291586284","0.00118","Expression level","-6.5528668141853","PolyDFE.input","0.0108339934961039","0.00222960981715006","0.205797596052819","norm.exp","0.120970350624499","-5.18446345511609","916","1.04721229764898e-08","0.16646219013129","258638.900641888"
"norm.exp9","norm.exp","norm.exp9_-4.66536522434242_PolyDFE.output","-4.66536522434242","0.685136429678031","0.168076675457298","0.0739459835986246","0.057025863186046","0.0105518555228844","0.0052631925571156","0.36138989526","-1320.5738978","0.01581504808","0.90890573669","0.00475756153419641","0.00280154477","0.00124","Expression level","-6.33943150137282","PolyDFE.input","0.0103950432790529","0.00203991775886673","0.196239467610239","norm.exp","0.190315631281631","-4.66536522434242","960","1.02199389730639e-08","0.160614144073872","254283.399011737"
"ProteinLength1","ProteinLength","ProteinLength1_182.013622603431_PolyDFE.output","182.013622603431","0.564685365561476","0.245967725505042","0.0735453862770811","0.0287537802764014","0.0870014461069677","4.62962730323202e-05","0.55335026972","-353.77813187","0.08704774238","0.13264093794","0","0.00753563395","0.00967","Length","149.705172413793","PolyDFE.input","0.0141771044989431","0.00251842124064012","0.177640028034488","ProteinLength","47.4306539092534","182.050932929904","1983","1.19036507281591e-08","0.20917498632047","297746.985834479"
"ProteinLength10","ProteinLength","ProteinLength10_1450.48358862144_PolyDFE.output","1450.48358862144","0.556009610221132","0.189554807526172","0.107755298487789","0.138891216714906","0.000858589418003652","0.00693047763199639","0.24959988783","-975.39069551","0.00778906705","8.56220411739","0.277098710924246","0.00546853455","0.00096","Length","509.635","PolyDFE.input","0.0123913031727228","0.00201927900015038","0.162959373360782","ProteinLength","527.74049943904","1449.60043668122","458","8.71578227691765e-09","0.220823482025749","355427.165887886"
"ProteinLength2","ProteinLength","ProteinLength2_295.61007751938_PolyDFE.output","295.61007751938","0.597597703036519","0.202775887808284","0.10035423598094","0.0955825351542569","0.000504718757370459","0.00318491926262954","0.31209469724","-811.52914895","0.00368963802","6.7980310838","0.163510710006759","9.581257e-05","0.00085","Length","227.607055961071","PolyDFE.input","0.0133592997940126","0.00241171778455955","0.180527259792495","ProteinLength","22.412202306292","295.698683191325","1291","1.12010500043033e-08","0.192753671496122","298170.702498429"
"ProteinLength3","ProteinLength","ProteinLength3_364.698487712665_PolyDFE.output","364.698487712665","0.605371352296418","0.216162020277628","0.0713076707795092","0.033117153716445","0.07404180293","0","0.5000598243","-497.00071747","0.07404180293","0.00246451618","0","0.00302079546","0.00264","Length","277.354744525547","PolyDFE.input","0.0129651678859265","0.00222297585336439","0.171457544778684","ProteinLength","18.2570843063328","364.728909952607","1055","1.07999234046627e-08","0.18574923156965","300121.755500806"
"ProteinLength4","ProteinLength","ProteinLength4_430.229122055675_PolyDFE.output","430.229122055675","0.597530505776657","0.196956848591519","0.101083358919865","0.103961656911959","0.000236040482140099","0.000231589317859937","0.29526634459","-905.64216323","0.0004676298","1.4230594399","0.000819403617797583","0.01542716233","0.00511","Length","316.279338842975","PolyDFE.input","0.013316692889479","0.00227615431896249","0.17092489387968","ProteinLength","20.1056996818443","430.229700854701","936","1.04158141241475e-08","0.18394890274522","319626.788908566"
"ProteinLength5","ProteinLength","ProteinLength5_494.639751552795_PolyDFE.output","494.639751552795","0.607804421657893","0.205691730280784","0.0958775229882916","0.0811215439030314","0.00145542898932749","0.00804935218067249","0.33927798804","-757.36950341","0.00950478117","6.01672628316","0.311248149894758","0.0002461071","0.00049","Length","349.786856127886","PolyDFE.input","0.0130109589397716","0.00213030496110441","0.16373158742301","ProteinLength","17.3414152518328","494.676616915423","804","1.06152696115383e-08","0.184159180892055","306420.830932766"
"ProteinLength6","ProteinLength","ProteinLength6_557.68776371308_PolyDFE.output","557.68776371308","0.61072225073058","0.198030705014911","0.0964512667422293","0.0891809124622797","0.000703265486114768","0.00491159956388521","0.31872636998","-872.12810162","0.00561486505","7.47284246388","0.25951729734092","0.00356290003","0.00236","Length","381.658585858586","PolyDFE.input","0.0132135110585839","0.00219528873776805","0.166139698073808","ProteinLength","20.3497822788057","557.68776371308","711","1.02204747900951e-08","0.182914931008311","323211.771712149"
"ProteinLength7","ProteinLength","ProteinLength7_638.275037369208_PolyDFE.output","638.275037369208","0.600540277819431","0.198192672805511","0.100052352858751","0.0994110035263063","0.000732793876919713","0.00107089911308034","0.30273997265","-882.76570649","0.00180369299","1.91814273694","0.00844325221879714","0.00310652039","0.00772","Length","412.831196581197","PolyDFE.input","0.0131010361496849","0.00215922650597389","0.164813414855422","ProteinLength","27.4226018368625","638.275037369208","669","1.00291253340581e-08","0.190531711121528","326574.743891046"
"ProteinLength8","ProteinLength","ProteinLength8_750.557947019868_PolyDFE.output","750.557947019868","0.617203072729515","0.17144805240013","0.0948997909644531","0.116006520615902","0.000328417960903993","0.000114145329096038","0.25974437047","-1525.3004728","0.00044256329","0.73794691236","3.00455944104878e-05","0.0011399573","0.00031","Length","447.738758029979","PolyDFE.input","0.0119545803770431","0.00219260683556018","0.183411442845016","ProteinLength","36.4729612441089","750.557947019868","604","9.90318750418088e-09","0.190184802206148","301786.176723306"
"ProteinLength9","ProteinLength","ProteinLength9_916.361552028219_PolyDFE.output","916.361552028219","0.585992113329176","0.191243782629803","0.103210556942497","0.118380200198524","0.000628331488945255","0.000545015411054783","0.27250133386","-996.5407481","0.0011733469","1.30411852078","0.00129123874203767","0.00934320932","0.00707","Length","479.866336633663","PolyDFE.input","0.0127390913909966","0.00213246378268527","0.16739528096897","ProteinLength","66.6638783436615","916.132508833922","566","9.48515187207767e-09","0.197878923536175","335764.033164769"
